pl_name,disc_year,discoverymethod
"HIP 111909 c",2025,"Radial Velocity"
"Kepler-158 d",2024,"Transit"
"Kepler-169 f",2014,"Transit"
"Kepler-265 b",2014,"Transit"
"Kepler-269 c",2014,"Transit"
"Kepler-395 b",2014,"Transit"
"Kepler-298 d",2014,"Transit"
"Kepler-339 c",2014,"Transit"
"Kepler-339 d",2014,"Transit"
"Kepler-171 d",2014,"Transit"
"Kepler-174 d",2014,"Transit"
"Kepler-272 d",2014,"Transit"
"Kepler-206 d",2014,"Transit"
"Kepler-122 c",2014,"Transit"
"Kepler-251 c",2014,"Transit"
"Kepler-234 c",2014,"Transit"
"KOI-1257 b",2014,"Transit"
"OGLE-2008-BLG-355L b",2014,"Microlensing"
"Kepler-200 b",2014,"Transit"
"Kepler-188 c",2014,"Transit"
"Kepler-252 c",2014,"Transit"
"Kepler-1928 b",2021,"Transit"
"Gaia-5 b",2025,"Astrometry"
"Kepler-1981 b",2023,"Transit"
"TOI-3082 b",2023,"Transit"
"WASP-8 b",2010,"Transit"
"Kepler-107 b",2014,"Transit"
"GJ 508.2 b",2025,"Radial Velocity"
"TOI-6086 b",2024,"Transit"
"KELT-12 b",2017,"Transit"
"HIP 67851 b",2015,"Radial Velocity"
"TOI-2443 b",2023,"Transit"
"Kepler-1983 b",2023,"Transit"
"Kepler-421 b",2014,"Transit"
"Kepler-343 c",2014,"Transit"
"TOI-2141 d",2025,"Radial Velocity"
"TOI-2719 b",2025,"Transit"
"NGTS-24 b",2022,"Transit"
"Kepler-190 b",2014,"Transit"
"Kepler-253 c",2014,"Transit"
"Kepler-170 c",2014,"Transit"
"Kepler-205 c",2014,"Transit"
"KELT-7 b",2015,"Transit"
"WASP-127 b",2016,"Transit"
"TOI-216.02",2019,"Transit"
"HATS-59 c",2018,"Radial Velocity"
"Kepler-202 b",2014,"Transit"
"Kepler-214 c",2014,"Transit"
"Kepler-192 b",2014,"Transit"
"Kepler-196 c",2014,"Transit"
"Kepler-245 d",2014,"Transit"
"Kepler-101 c",2014,"Transit"
"Kepler-154 b",2014,"Transit"
"Kepler-359 d",2014,"Transit"
"Kepler-256 c",2014,"Transit"
"Kepler-254 b",2014,"Transit"
"Kepler-184 c",2014,"Transit"
"Kepler-248 b",2014,"Transit"
"KIC 10001893 b",2014,"Orbital Brightness Modulation"
"KIC 10001893 c",2014,"Orbital Brightness Modulation"
"Kepler-172 b",2014,"Transit"
"Kepler-205 b",2014,"Transit"
"Kepler-257 c",2014,"Transit"
"Kepler-217 b",2014,"Transit"
"Kepler-174 c",2014,"Transit"
"Kepler-251 d",2014,"Transit"
"Kepler-423 b",2014,"Transit"
"HS Psc b",2024,"Radial Velocity"
"EPIC 212587672 c",2021,"Transit"
"TOI-2093 c",2025,"Transit"
"TOI-1266 b",2020,"Transit"
"HD 222237 b",2024,"Radial Velocity"
"WASP-195 b",2025,"Transit"
"TOI-4308 b",2023,"Transit"
"Kepler-1989 b",2023,"Transit"
"KELT-11 b",2017,"Transit"
"HD 167677 b",2023,"Radial Velocity"
"TOI-2095 b",2023,"Transit"
"HIP 29442 d",2023,"Radial Velocity"
"TOI-1749 b",2021,"Transit"
"TOI-3819 b",2023,"Transit"
"KIC 10001893 d",2014,"Orbital Brightness Modulation"
"Kepler-361 b",2014,"Transit"
"Kepler-362 b",2014,"Transit"
"Kepler-218 c",2014,"Transit"
"Kepler-193 b",2014,"Transit"
"Kepler-253 d",2014,"Transit"
"Kepler-192 c",2014,"Transit"
"TOI-561 b",2020,"Transit"
"GJ 317 c",2018,"Radial Velocity"
"TOI-1180 b",2024,"Transit"
"Kepler-1471 b",2016,"Transit"
"L 98-59 b",2019,"Transit"
"L 98-59 c",2019,"Transit"
"L 98-59 d",2019,"Transit"
"L 98-59 e",2021,"Radial Velocity"
"L 98-59 f",2025,"Radial Velocity"
"K2-414 b",2022,"Transit"
"HIP 29442 c",2023,"Radial Velocity"
"TOI-1174 b",2024,"Transit"
"WASP-136 b",2016,"Transit"
"TOI-1439 b",2024,"Transit"
"HD 118203 c",2024,"Radial Velocity"
"K2-331 c",2021,"Transit"
"Kepler-93 b",2014,"Transit"
"WASP-185 b",2019,"Transit"
"Kepler-365 c",2014,"Transit"
"Kepler-220 c",2014,"Transit"
"Kepler-487 d",2021,"Transit"
"LP 791-18 b",2019,"Transit"
"K2-266 c",2018,"Transit"
"K2-389 b",2022,"Transit"
"HD 191939 f",2022,"Radial Velocity"
"K2-413 b",2022,"Transit"
"TOI-5716 b",2025,"Transit"
"HD 104985 b",2003,"Radial Velocity"
"K2-332 b",2021,"Transit"
"Kepler-409 b",2014,"Transit"
"Kepler-522 b",2016,"Transit"
"K2-199 c",2018,"Transit"
"TOI-3688 A b",2023,"Transit"
"NGTS-30 b",2024,"Transit"
"K2-389 c",2022,"Transit"
"HD 94890 b",2025,"Radial Velocity"
"Kepler-670 b",2016,"Transit"
"Kepler-196 b",2014,"Transit"
"Kepler-221 c",2014,"Transit"
"Kepler-163 c",2014,"Transit"
"Kepler-97 c",2014,"Radial Velocity"
"Kepler-407 c",2014,"Radial Velocity"
"Kepler-427 b",2014,"Transit"
"TOI-4961 b",2025,"Transit"
"LHS 1678 c",2021,"Transit"
"HD 24040 b",2006,"Radial Velocity"
"TOI-5489 c",2025,"Transit"
"Kepler-763 b",2016,"Transit"
"TOI-1759 b",2022,"Transit"
"TOI-5110 b",2024,"Transit"
"WASP-148 c",2020,"Radial Velocity"
"Kepler-207 d",2014,"Transit"
"Kepler-245 b",2014,"Transit"
"Kepler-208 b",2014,"Transit"
"Kepler-246 b",2014,"Transit"
"Kepler-179 c",2014,"Transit"
"Kepler-226 c",2014,"Transit"
"Kepler-113 b",2014,"Transit"
"Kepler-48 d",2014,"Transit"
"Kepler-199 b",2014,"Transit"
"Kepler-237 c",2014,"Transit"
"TOI-2525 c",2023,"Transit"
"TOI-5489 b",2025,"Transit"
"HD 23079 b",2001,"Radial Velocity"
"55 Cnc f",2007,"Radial Velocity"
"Kepler-247 c",2014,"Transit"
"Kepler-161 b",2014,"Transit"
"Kepler-153 b",2014,"Transit"
"Kepler-106 b",2014,"Transit"
"Kepler-100 d",2014,"Transit"
"Kepler-274 b",2014,"Transit"
"Kepler-312 b",2014,"Transit"
"Kepler-211 c",2014,"Transit"
"Kepler-212 c",2014,"Transit"
"Kepler-228 d",2014,"Transit"
"Kepler-864 b",2016,"Transit"
"K2-394 b",2022,"Transit"
"Kepler-230 b",2014,"Transit"
"TOI-444 b",2023,"Transit"
"TOI-2202 b",2021,"Transit"
"Wendelstein-2 b",2020,"Transit"
"Kepler-166 b",2014,"Transit"
"Kepler-181 c",2014,"Transit"
"Kepler-106 d",2014,"Transit"
"Kepler-131 c",2014,"Transit"
"Kepler-320 b",2014,"Transit"
"Kepler-169 e",2014,"Transit"
"Kepler-249 c",2014,"Transit"
"Kepler-174 b",2014,"Transit"
"Kepler-231 c",2014,"Transit"
"Kepler-197 c",2014,"Transit"
"Kepler-151 b",2014,"Transit"
"Kepler-241 b",2014,"Transit"
"Kepler-232 b",2014,"Transit"
"Kepler-233 b",2014,"Transit"
"Kepler-143 b",2014,"Transit"
"Kepler-332 d",2014,"Transit"
"HIP 9618 b",2023,"Transit"
"TOI-1453 b",2025,"Transit"
"TOI-1450 A b",2024,"Transit"
"GJ 3512 c",2020,"Radial Velocity"
"TOI-1450 A c",2024,"Transit"
"Kepler-453 b",2015,"Transit"
"TOI-1420 b",2023,"Transit"
"KOI-4978 b",2024,"Transit"
"Kepler-311 d",2023,"Transit"
"K2-369 b",2022,"Transit"
"HD 93083 b",2005,"Radial Velocity"
"LHS 1678 d",2024,"Transit"
"Kepler-1515 b",2016,"Transit"
"TOI-5616 b",2024,"Transit"
"TOI-2194 b",2023,"Transit"
"K2-388 b",2022,"Transit"
"K2-397 b",2022,"Transit"
"KIC 3558849 b",2015,"Transit"
"HD 215152 c",2018,"Radial Velocity"
"Kepler-440 b",2015,"Transit"
"HD 23472 e",2022,"Transit"
"HD 73344 c",2025,"Radial Velocity"
"TOI-1301.01",2024,"Transit"
"TOI-1221 b",2023,"Transit"
"Kepler-490 b",2016,"Transit"
"TOI-697 b",2026,"Transit"
"EPIC 220674823 c",2016,"Transit"
"Kepler-949 b",2016,"Transit"
"TOI-544 b",2022,"Transit"
"Kepler-109 c",2014,"Transit"
"TOI-2266 b",2024,"Transit"
"TOI-1744.01",2024,"Transit"
"HATS-66 b",2018,"Transit"
"K2-13 b",2015,"Transit"
"KIC 8540376 b",2015,"Transit"
"KIC 8540376 c",2015,"Transit"
"Kepler-436 b",2015,"Transit"
"Kepler-186 f",2014,"Transit"
"Kepler-441 b",2015,"Transit"
"TOI-1224 c",2024,"Transit"
"K2-155 c",2018,"Transit"
"TOI-808 b",2026,"Transit"
"TOI-2088 b",2024,"Transit"
"WASP-1 b",2007,"Transit"
"HD 224018 d",2025,"Transit"
"TOI-1782.01",2024,"Transit"
"K2-141 c",2018,"Transit"
"TOI-4487 A b",2025,"Transit"
"GJ 3512 b",2019,"Radial Velocity"
"HD 95338 b",2020,"Radial Velocity"
"HD 215497 b",2009,"Radial Velocity"
"Kepler-435 b",2015,"Transit"
"Qatar-5 b",2017,"Transit"
"COCONUTS-2 b",2021,"Imaging"
"K2-333 b",2021,"Transit"
"TOI-2145 b",2023,"Transit"
"Kepler-68 c",2013,"Transit"
"HD 28471 b",2025,"Radial Velocity"
"TOI-500 e",2022,"Radial Velocity"
"HATS-56 b",2019,"Transit"
"HAT-P-12 b",2009,"Transit"
"TOI-2046 b",2022,"Transit"
"HD 215497 c",2009,"Radial Velocity"
"HAT-P-33 b",2011,"Transit"
"HD 149026 b",2005,"Radial Velocity"
"TOI-6383 A b",2024,"Transit"
"HD 100508 b",2026,"Radial Velocity"
"HATS-16 b",2016,"Transit"
"TOI-1799 b",2024,"Transit"
"DMPP-4 b",2023,"Radial Velocity"
"HD 191939 b",2020,"Transit"
"TOI-333 b",2025,"Transit"
"Kepler-19 b",2011,"Transit"
"Kepler-1999 b",2023,"Transit"
"TOI-3353.01",2024,"Transit"
"K2-14 b",2015,"Transit"
"K2-15 b",2015,"Transit"
"K2-17 b",2015,"Transit"
"KIC 10525077 b",2015,"Transit"
"KIC 5437945 b",2015,"Transit"
"Kepler-442 b",2015,"Transit"
"HD 67087 b",2015,"Radial Velocity"
"TOI-1411 b",2022,"Transit"
"K2-285 c",2018,"Transit"
"Kepler-785 b",2016,"Transit"
"TOI-1036 b",2026,"Transit"
"WASP-62 b",2012,"Transit"
"TOI-938 b",2026,"Transit"
"K2-372 b",2022,"Transit"
"HD 33142 d",2022,"Radial Velocity"
"nu Oph c",2012,"Radial Velocity"
"HD 32963 b",2015,"Radial Velocity"
"Kepler-437 b",2015,"Transit"
"HIP 78530 b",2010,"Imaging"
"1RXS J160929.1-210524 b",2008,"Imaging"
"OGLE-2012-BLG-0563L b",2015,"Microlensing"
"Kepler-296 c",2014,"Transit"
"OGLE-2016-BLG-1266L b",2018,"Microlensing"
"TOI-5218 b",2024,"Transit"
"TOI-1516 b",2022,"Transit"
"TYC 8998-760-1 c",2020,"Imaging"
"TOI-332 b",2023,"Transit"
"Kepler-731 b",2016,"Transit"
"K2-265 b",2018,"Transit"
"KMT-2022-BLG-1818L b",2026,"Microlensing"
"WASP-2 b",2007,"Transit"
"HD 106315 c",2017,"Transit"
"WASP-28 b",2014,"Transit"
"TOI-2141 c",2025,"Radial Velocity"
"Kepler-856 b",2016,"Transit"
"HD 113538 b",2010,"Radial Velocity"
"Kepler-79 e",2014,"Transit"
"Kepler-79 c",2012,"Transit"
"Kepler-296 d",2014,"Transit"
"BD+15 2375 b",2016,"Radial Velocity"
"HD 5583 b",2016,"Radial Velocity"
"HD 113538 c",2010,"Radial Velocity"
"HD 30669 b",2014,"Radial Velocity"
"Kepler-79 b",2012,"Transit"
"Kepler-296 e",2014,"Transit"
"Kepler-296 f",2014,"Transit"
"WASP-180 A b",2019,"Transit"
"GJ 1137 c",2026,"Radial Velocity"
"Kepler-1869 b",2021,"Transit"
"TOI-421 b",2020,"Transit"
"HD 12484 b",2016,"Radial Velocity"
"HIP 65407 b",2016,"Radial Velocity"
"HD 108341 b",2014,"Radial Velocity"
"HD 103720 b",2014,"Radial Velocity"
"TOI-521 b",2025,"Transit"
"TOI-4641 b",2023,"Transit"
"TOI-5542 b",2022,"Transit"
"K2-339 b",2021,"Transit"
"Kepler-1980 b",2023,"Transit"
"TOI-1789 b",2021,"Transit"
"CoRoT-28 b",2015,"Transit"
"WASP-98 b",2014,"Transit"
"HIP 66074 b",2023,"Astrometry"
"TOI-3135 b",2025,"Transit"
"Kepler-1814 c",2023,"Transit"
"HD 94771 b",2023,"Radial Velocity"
"TOI-4087 b",2023,"Transit"
"TOI-286 c",2024,"Transit"
"Kepler-1894 b",2021,"Transit"
"TOI-2019 b",2024,"Transit"
"NGTS-10 b",2020,"Transit"
"TOI-1105 b",2026,"Transit"
"TOI-2076 e",2025,"Transit"
"TOI-1117 b",2025,"Transit"
"SPECULOOS-3 b",2024,"Transit"
"TOI-4600 b",2023,"Transit"
"K2-140 b",2017,"Transit"
"Kepler-434 b",2015,"Transit"
"Kepler-433 b",2015,"Transit"
"HATS-43 b",2018,"Transit"
"2M0437 b",2021,"Imaging"
"Kepler-1518 b",2016,"Transit"
"TOI-4773 b",2025,"Transit"
"Kepler-685 b",2016,"Transit"
"TOI-1806.01",2024,"Transit"
"K2-378 b",2022,"Transit"
"TOI-762 A b",2024,"Transit"
"HD 207897 b",2021,"Transit"
"TOI-1736 b",2023,"Transit"
"NGTS-21 b",2022,"Transit"
"HD 75302 b",2023,"Radial Velocity"
"TOI-4495 b",2026,"Transit"
"kap CrB b",2007,"Radial Velocity"
"TOI-244 b",2023,"Transit"
"TOI-2295 b",2024,"Transit"
"HIP 109384 b",2016,"Radial Velocity"
"HD 220842 b",2016,"Radial Velocity"
"Kepler-445 d",2015,"Transit"
"Kepler-445 c",2015,"Transit"
"Kepler-432 b",2015,"Transit"
"TOI-500 b",2022,"Transit"
"TIC 231949697 b",2026,"Transit"
"Wolf 327 b",2024,"Transit"
"Kepler-1982 b",2023,"Transit"
"TOI-4559 b",2024,"Transit"
"GJ 3929 c",2022,"Radial Velocity"
"Kepler-1513 b",2016,"Transit"
"Kepler-10 d",2023,"Radial Velocity"
"WASP-87 b",2016,"Transit"
"OGLE2-TR-L9 b",2008,"Transit"
"HD 109833 c",2022,"Transit"
"GJ 9827 d",2017,"Transit"
"TOI-5704 b",2023,"Transit"
"TOI-5007 b",2026,"Transit"
"TOI-6448 b",2025,"Transit"
"Kepler-1655 b",2018,"Transit"
"Kepler-880 c",2023,"Transit"
"Kepler-1624 b",2016,"Transit"
"HAT-P-68 b",2020,"Transit"
"NGTS-15 b",2021,"Transit"
"HD 191939 g",2022,"Radial Velocity"
"TOI-5688 A b",2024,"Transit"
"HD 94890 c",2025,"Radial Velocity"
"MWC 758 c",2023,"Imaging"
"HD 20794 b",2011,"Radial Velocity"
"HD 158259 c",2020,"Radial Velocity"
"HD 110067 e",2023,"Transit"
"Kepler-20 b",2011,"Transit"
"Kepler-1972 c",2022,"Transit"
"TOI-5592 b",2025,"Transit"
"HR 858 b",2019,"Transit"
"OGLE-2008-BLG-092L b",2014,"Microlensing"
"OGLE-2005-BLG-071L b",2005,"Microlensing"
"Kepler-445 b",2015,"Transit"
"Kepler-446 d",2015,"Transit"
"8 UMi b",2015,"Radial Velocity"
"TOI-1750 b",2026,"Transit"
"K2-133 c",2017,"Transit"
"TOI-4127 b",2023,"Transit"
"HD 111998 b",2016,"Radial Velocity"
"K2-398 b",2022,"Transit"
"BEBOP-4 AB b",2025,"Radial Velocity"
"OGLE-2006-BLG-109L b",2008,"Microlensing"
"K2-404 b",2022,"Transit"
"GJ 3090 c",2026,"Radial Velocity"
"TOI-3464 b",2025,"Transit"
"Kepler-1052 b",2016,"Transit"
"K2-131 b",2017,"Transit"
"TOI-561 c",2020,"Transit"
"K2-136 b",2017,"Transit"
"TOI-1853 b",2023,"Transit"
"Kepler-1986 b",2023,"Transit"
"2MASS J02192210-3925225 b",2015,"Imaging"
"GJ 480 b",2020,"Radial Velocity"
"WASP-32 b",2010,"Transit"
"K2-337 b",2021,"Transit"
"TOI-2989 b",2025,"Transit"
"Kepler-963 c",2024,"Transit"
"TOI-1136 c",2022,"Transit"
"Kepler-1921 c",2023,"Transit"
"HD 23079 c",2025,"Radial Velocity"
"TOI-1246 d",2022,"Transit"
"TOI-5238 b",2022,"Transit"
"TOI-4860 b",2023,"Transit"
"Kepler-30 d",2012,"Transit"
"Kepler-1610 c",2023,"Transit"
"HD 28471 d",2025,"Radial Velocity"
"WASP-132 d",2024,"Radial Velocity"
"Kepler-454 b",2015,"Transit"
"K2-157 b",2018,"Transit"
"NGTS-34 b",2025,"Transit"
"NGC 2682 Sand 1429 b",2024,"Radial Velocity"
"K2-352 b",2021,"Transit"
"Qatar-2 b",2011,"Transit"
"WASP-66 b",2012,"Transit"
"Qatar-8 b",2019,"Transit"
"Kepler-290 d",2023,"Transit"
"Kepler-1814 b",2021,"Transit"
"TOI-1347 b",2024,"Transit"
"TOI-3523 A b",2025,"Transit"
"TOI-2295 c",2024,"Radial Velocity"
"KELT-18 b",2017,"Transit"
"TOI-431 d",2021,"Transit"
"Kepler-2001 b",2023,"Transit"
"WASP-197 b",2025,"Transit"
"TOI-1136 e",2022,"Transit"
"Kepler-416 c",2014,"Transit Timing Variations"
"NN Ser c",2010,"Eclipse Timing Variations"
"K2-287 b",2018,"Transit"
"GJ 341 b",2025,"Transit"
"K2-138 b",2017,"Transit"
"K2-178 b",2018,"Transit"
"Kepler-449 c",2015,"Transit"
"CoRoT-1 b",2008,"Transit"
"K2-406 b",2022,"Transit"
"TOI-1758 b",2024,"Transit"
"WISPIT 1 b",2025,"Imaging"
"TOI-5108 b",2025,"Transit"
"WASP-84 b",2014,"Transit"
"K2-371 b",2022,"Transit"
"Kepler-1513 c",2023,"Transit Timing Variations"
"NY Vir c",2019,"Eclipse Timing Variations"
"TOI-6628 b",2025,"Transit"
"LTT 9779 b",2020,"Transit"
"Kepler-975 b",2016,"Transit"
"HD 143811 AB b",2025,"Imaging"
"TOI-238 c",2024,"Radial Velocity"
"HATS-54 b",2019,"Transit"
"TIC 279401253 c",2023,"Transit"
"TOI-5340 b",2025,"Transit"
"TOI-5799 c",2025,"Transit"
"Kepler-318 c",2014,"Transit"
"TOI-4561 b",2026,"Transit"
"HD 165131 b",2023,"Radial Velocity"
"HAT-P-19 b",2010,"Transit"
"K2-401 b",2022,"Transit"
"Kepler-1487 c",2023,"Transit"
"Kepler-725 b",2016,"Transit"
"Kepler-431 d",2015,"Transit"
"Kepler-431 c",2015,"Transit"
"HATS-57 b",2019,"Transit"
"WASP-34 b",2010,"Transit"
"WASP-3 b",2007,"Transit"
"Kepler-449 b",2015,"Transit"
"HD 1461 b",2010,"Radial Velocity"
"HD 1461 c",2015,"Radial Velocity"
"GJ 3341 b",2015,"Radial Velocity"
"Kepler-430 c",2015,"Transit"
"Kepler-444 b",2015,"Transit"
"Kepler-444 c",2015,"Transit"
"TOI-4010 d",2023,"Transit"
"K2-275 c",2018,"Transit"
"TOI-5734 b",2026,"Transit"
"Kepler-1487 b",2016,"Transit"
"Kepler-323 b",2014,"Transit"
"NGTS-17 b",2021,"Transit"
"Kepler-10 c",2011,"Transit"
"Kepler-1972 b",2022,"Transit"
"TOI-6478 b",2025,"Transit"
"HD 183263 b",2004,"Radial Velocity"
"MOA-2011-BLG-262L b",2014,"Microlensing"
"HD 40307 d",2009,"Radial Velocity"
"HD 87883 b",2009,"Radial Velocity"
"TOI-815 c",2024,"Transit"
"Kepler-25 d",2014,"Radial Velocity"
"TOI-3331 A b",2022,"Transit"
"HD 74698 c",2023,"Radial Velocity"
"TOI-2068 b",2024,"Transit"
"K2-412 b",2022,"Transit"
"Kepler-603 b",2016,"Transit"
"Barnard d",2025,"Radial Velocity"
"K2-132 b",2017,"Transit"
"TOI-4747 b",2026,"Transit"
"HD 40307 f",2013,"Radial Velocity"
"Kepler-444 e",2015,"Transit"
"Kepler-444 d",2015,"Transit"
"Kepler-444 f",2015,"Transit"
"HIP 107773 b",2015,"Radial Velocity"
"TOI-763 b",2020,"Transit"
"K2-174 b",2018,"Transit"
"TOI-615 b",2023,"Transit"
"NY Vir b",2011,"Eclipse Timing Variations"
"AF Lep b",2023,"Imaging"
"Kepler-763 d",2023,"Transit"
"OGLE-2005-BLG-169L b",2006,"Microlensing"
"K2-133 d",2017,"Transit"
"K2-165 b",2018,"Transit"
"Kepler-1990 b",2023,"Transit"
"Kepler-164 e",2023,"Transit"
"K2-87 b",2016,"Transit"
"TOI-1338 c",2023,"Radial Velocity"
"OGLE-2019-BLG-0362L b",2022,"Microlensing"
"TOI-5803 b",2023,"Transit"
"AT2021ueyL b",2025,"Microlensing"
"HD 145675 c",2021,"Radial Velocity"
"WASP-60 b",2012,"Transit"
"XO-2 S b",2014,"Radial Velocity"
"TOI-776 b",2020,"Transit"
"Kepler-1987 d",2023,"Transit"
"TOI-833 b",2022,"Transit"
"KELT-24 b",2019,"Transit"
"TOI-858 B b",2023,"Transit"
"WASP-13 b",2009,"Transit"
"WASP-10 b",2008,"Transit"
"HAT-P-32 b",2011,"Transit"
"Kepler-1704 b",2013,"Transit"
"Kepler-1693 b",2020,"Transit"
"HD 199509 b",2022,"Radial Velocity"
"Kepler-104 b",2014,"Transit"
"Kepler-945 b",2016,"Transit"
"TOI-2416 b",2023,"Transit"
"HD 110113 c",2021,"Radial Velocity"
"XO-2 N b",2007,"Transit"
"EPIC 206317286 b",2019,"Transit"
"WASP-102 b",2025,"Transit"
"Kepler-297 d",2023,"Transit"
"Kepler-1994 b",2023,"Transit"
"HATS-32 b",2016,"Transit"
"HAT-P-46 b",2014,"Transit"
"TOI-125 b",2019,"Transit"
"TOI-125 d",2020,"Transit"
"Kepler-1130 b",2016,"Transit"
"Kepler-1878 b",2021,"Transit"
"HD 21411 b",2019,"Radial Velocity"
"Kepler-239 c",2014,"Transit"
"NSVS 14256825 b",2019,"Eclipse Timing Variations"
"HD 143361 b",2008,"Radial Velocity"
"Kepler-1978 b",2023,"Transit"
"HD 12661 b",2000,"Radial Velocity"
"WASP-11 b",2008,"Transit"
"WASP-192 b",2019,"Transit"
"WASP-44 b",2011,"Transit"
"HAT-P-5 b",2007,"Transit"
"HAT-P-8 b",2008,"Transit"
"HD 33844 b",2015,"Radial Velocity"
"Kepler-139 f",2025,"Transit Timing Variations"
"TOI-836 b",2023,"Transit"
"TOI-1246 b",2022,"Transit"
"Kepler-1849 b",2021,"Transit"
"Kepler-2001 c",2023,"Transit"
"DMPP-1 e",2019,"Radial Velocity"
"K2-403 b",2022,"Transit"
"TOI-5789 e",2026,"Radial Velocity"
"rho CrB b",1997,"Radial Velocity"
"HD 191939 c",2020,"Transit"
"DMPP-6 b",2026,"Radial Velocity"
"Kepler-315 c",2014,"Transit"
"Qatar-10 b",2019,"Transit"
"Gliese 12 b",2024,"Transit"
"HD 209458 b",1999,"Radial Velocity"
"Kepler-1991 b",2023,"Transit"
"Kepler-1995 b",2023,"Transit"
"Kepler-1987 e",2023,"Transit"
"KELT-3 b",2013,"Transit"
"Kepler-417 c",2014,"Transit Timing Variations"
"KMT-2017-BLG-1146L b",2019,"Microlensing"
"Kepler-1213 b",2016,"Transit"
"Kepler-1020 b",2016,"Transit"
"Kepler-682 b",2016,"Transit"
"K2-194 b",2018,"Transit"
"Kepler-1993 b",2023,"Transit"
"Kepler-579 b",2016,"Transit"
"HD 216770 b",2003,"Radial Velocity"
"Kepler-1074 b",2016,"Transit"
"WASP-133 b",2016,"Transit"
"Kepler-1126 c",2023,"Transit"
"TOI-1224 b",2024,"Transit"
"TOI-564 b",2020,"Transit"
"Kepler-1656 c",2022,"Radial Velocity"
"TOI-1410 c",2024,"Radial Velocity"
"HATS-55 b",2019,"Transit"
"WASP-183 b",2019,"Transit"
"HD 45184 b",2019,"Radial Velocity"
"Kepler-700 b",2016,"Transit"
"WASP-170 b",2018,"Transit"
"TOI-1693 b",2022,"Transit"
"OGLE-2018-BLG-0298L b",2022,"Microlensing"
"OGLE-2013-BLG-0102L b",2014,"Microlensing"
"Kepler-948 b",2016,"Transit"
"TOI-1472 b",2024,"Transit"
"Kepler-1894 c",2023,"Transit"
"TOI-532 b",2021,"Transit"
"Kepler-1996 b",2023,"Transit"
"LP 714-47 b",2020,"Transit"
"TOI-921 b",2026,"Transit"
"Kepler-1278 b",2016,"Transit"
"HD 106270 b",2011,"Radial Velocity"
"Kepler-1977 b",2023,"Transit"
"HATS-10 b",2015,"Transit"
"Kepler-1801 c",2023,"Transit"
"Kepler-472 b",2016,"Transit"
"Kepler-1129 b",2016,"Transit"
"Kepler-1275 b",2016,"Transit"
"Kepler-1052 c",2023,"Transit"
"HATS-61 b",2018,"Transit"
"Kepler-656 c",2023,"Transit"
"Kepler-1471 c",2023,"Transit"
"Kepler-60 c",2012,"Transit"
"Kepler-784 c",2023,"Transit"
"WASP-49 b",2012,"Transit"
"WASP-15 b",2009,"Transit"
"Kepler-1869 c",2023,"Transit"
"Kepler-1987 c",2023,"Transit"
"Kepler-1669 d",2023,"Transit"
"Kepler-1870 b",2021,"Transit"
"K2-8 c",2016,"Transit"
"Kepler-1339 b",2016,"Transit"
"Kepler-865 c",2023,"Transit"
"Kepler-2000 c",2023,"Transit"
"Kepler-864 c",2023,"Transit"
"Kepler-1905 b",2021,"Transit"
"Kepler-230 c",2014,"Transit"
"Kepler-1839 b",2021,"Transit"
"Kepler-694 b",2016,"Transit"
"K2-32 e",2019,"Transit"
"Kepler-1984 b",2023,"Transit"
"Kepler-1987 b",2023,"Transit"
"Kepler-919 b",2016,"Transit"
"Kepler-1181 c",2023,"Transit"
"Kepler-1858 b",2021,"Transit"
"Kepler-975 c",2023,"Transit"
"HD 95872 b",2015,"Radial Velocity"
"Kepler-411 b",2013,"Transit"
"NGTS-16 b",2021,"Transit"
"K2-31 b",2016,"Transit"
"K2-39 b",2016,"Transit"
"HIP 38594 c",2020,"Radial Velocity"
"Kepler-144 b",2014,"Transit"
"Kepler-1121 b",2016,"Transit"
"HD 10442 b",2014,"Radial Velocity"
"Kepler-402 d",2014,"Transit"
"TOI-4515 b",2024,"Transit"
"HAT-P-41 b",2012,"Transit"
"AU Mic c",2021,"Transit"
"HAT-P-7 b",2008,"Transit"
"AU Mic b",2020,"Transit"
"WASP-63 b",2012,"Transit"
"TOI-3540 A b",2022,"Transit"
"HATS-62 b",2018,"Transit"
"Kepler-1690 b",2020,"Transit"
"Kepler-1118 b",2016,"Transit"
"Kepler-150 b",2014,"Transit"
"Kepler-1841 b",2021,"Transit"
"Kepler-620 b",2016,"Transit"
"HD 105618 b",2022,"Radial Velocity"
"KMT-2016-BLG-1836L b",2019,"Microlensing"
"NGTS-12 b",2020,"Transit"
"Kepler-1669 b",2020,"Transit"
"K2-341 b",2021,"Transit"
"TOI-262 b",2023,"Transit"
"Kepler-347 d",2023,"Transit"
"55 Cnc e",2004,"Radial Velocity"
"K2-329 b",2020,"Transit"
"Kepler-405 b",2014,"Transit"
"HIP 114933 b",2021,"Radial Velocity"
"NGTS-18 b",2021,"Transit"
"Kepler-129 b",2014,"Transit"
"GJ 3082 b",2020,"Radial Velocity"
"HD 136352 b",2019,"Radial Velocity"
"HD 221420 b",2019,"Radial Velocity"
"HD 136352 c",2019,"Radial Velocity"
"Kepler-1723 b",2021,"Transit"
"Kepler-1176 b",2016,"Transit"
"Kepler-1783 b",2021,"Transit"
"TOI-6255 b",2024,"Transit"
"TOI-157 b",2020,"Transit"
