#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-09-15T12:46:09 [V7.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-09-15T12:46:09	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=J/AJ/154/109/table2&-out.max=100000&-out=KOI,Per,Rad,DProb,TProb,Weight,M15	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_51540109
#Name: J/AJ/154/109
#Title: California-Kepler Survey (CKS). III. Planet radii (Fulton+, 2017)
#INFO	ivoid=ivo://cds.vizier/j/aj/154/109	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/j/aj/154/109	    IVOID of underlying data collection
#INFO	creator=Fulton B.J.	    First author or institution
#INFO	cites=bibcode:2017AJ....154..109F	    Article or Data origin sources
#INFO	journal=AJ	    Journal name
#INFO	original_date=2017	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/AJ/154/109	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.51540109	    Dataset identifier that can be used for citation
#INFO	publication_date=2026-05-22	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	J2000_2000.000:	eq_FK5 J2000
#Table	J_AJ_154_109_table2:
#Name: J/AJ/154/109/table2
#Title: *Planet detection statistics
#Column	KOI	(F8.2)	Kepler Object Identifier (KOI) of the candidate planet	[ucd=meta.id;meta.main]
#Column	Per	(F11.8)	Kepler candidate orbital period	[ucd=time.period]
#Column	Rad	(F5.2)	Candidate planet radius (R_p_)	[ucd=phys.size.radius]
#Column	DProb	(F6.3)	Detection probability (P_det_)	[ucd=stat.fit.goodness]
#Column	TProb	(F7.4)	Transit probability	[ucd=stat.fit.goodness]
#Column	Weight	(F9.2)	Mean total search completeness (1/w_i_)	[ucd=stat.weight]
#Column	M15	(I3)	Indicates a planet in the NASA's Exoplanet Archive Q1-Q16 KOI catalog (Mullally et al. 2015, Cat. J/ApJS/217/31)	[ucd=meta.number]
KOI	Per	Rad	DProb	TProb	Weight	M15
02848.01	13.78725760	 1.28	 0.827	 0.0404	    29.93	  0
02857.01	20.26416840	 2.14	 0.955	 0.0318	    32.95	  0
02857.02	 7.44142113	 1.45	 0.922	 0.0619	    17.50	  0
02859.01	 3.44620390	 0.75	 0.571	 0.0648	    26.99	  0
02859.03	 4.28884513	 0.66	 0.346	 0.0560	    51.55	  0
02859.04	 2.90513091	 0.66	 0.439	 0.0726	    31.35	  0
02859.02	 2.00541269	 0.62	 0.437	 0.0930	    24.63	  0
02866.01	 1.29123275	 1.11	 0.941	 0.1734	     6.13	  0
02904.01	16.35830550	 2.09	 0.959	 0.0445	    23.44	  0
02906.01	13.90935830	 1.29	 0.831	 0.0381	    31.58	  1
02913.01	 2.88879862	 0.91	 0.806	 0.1119	    11.09	  0
02915.01	 5.06093645	 0.84	 0.636	 0.0563	    27.94	  0
02943.01	54.40923330	 2.54	 0.949	 0.0180	    58.67	  1
02949.01	10.17491730	 1.08	 0.752	 0.0484	    27.43	  0
02949.02	 3.75032103	 0.89	 0.752	 0.0942	    14.12	  0
02951.01	 2.44357812	 0.77	 0.687	 0.0864	    16.83	  0
02956.01	 3.93766373	 1.04	 0.850	 0.1237	     9.52	  0
02961.01	 3.78470649	 0.75	 0.562	 0.0818	    21.75	  0
02964.01	47.44995500	 1.99	 0.898	 0.0168	    66.36	  0
02968.01	10.16430077	 1.00	 0.675	 0.0535	    27.70	  0
02970.01	 4.82052932	 0.74	 0.465	 0.0646	    33.26	  0
02971.02	31.95362050	 1.44	 0.789	 0.0225	    56.22	  1
02971.01	 6.09600130	 1.23	 0.885	 0.0680	    16.61	  1
02977.01	 2.78815679	 1.00	 0.865	 0.1042	    11.09	  0
02984.01	11.45542840	 1.39	 0.883	 0.0499	    22.69	  0
03008.01	 2.99793191	 1.00	 0.860	 0.1140	    10.19	  0
03015.01	 3.61460510	 1.00	 0.842	 0.1036	    11.47	  0
03017.01	 2.46288711	 0.61	 0.375	 0.0855	    31.21	  0
03039.01	20.35052130	 1.39	 0.826	 0.0318	    38.04	  0
03052.01	10.12960534	 0.81	 0.407	 0.0310	    79.23	  0
03052.02	15.61122300	 0.80	 0.284	 0.0232	   151.69	  0
03060.01	 6.91311120	 0.99	 0.743	 0.0693	    19.44	  0
03075.01	 4.76559135	 0.61	 0.232	 0.0481	    89.77	  0
03083.01	10.18316272	 0.93	 0.599	 0.0434	    38.42	  0
03083.02	 6.23219191	 0.80	 0.519	 0.0603	    31.96	  0
03083.03	 8.29424790	 0.74	 0.340	 0.0498	    59.14	  0
03093.01	29.60917440	 1.21	 0.656	 0.0181	    84.09	  0
03097.01	11.92162140	 1.10	 0.741	 0.0467	    28.91	  0
03097.02	 6.80252171	 0.88	 0.614	 0.0679	    24.00	  0
03097.03	 8.70337044	 0.83	 0.477	 0.0576	    36.37	  0
03109.01	10.67607169	 2.28	 0.982	 0.0584	    17.45	  0
03111.01	10.76798991	 0.91	 0.546	 0.0373	    49.14	  0
03111.02	 4.32849536	 0.69	 0.406	 0.0684	    36.03	  0
03114.01	 7.49134125	 1.11	 0.816	 0.0715	    17.14	  0
03117.01	 6.06671508	 0.82	 0.552	 0.0470	    38.53	  0
03122.01	 8.05333618	 1.07	 0.780	 0.0665	    19.29	  0
03125.01	 4.45343281	 0.89	 0.717	 0.0748	    18.66	  0
03128.01	21.23604860	 1.77	 0.916	 0.0340	    32.08	  0
03130.02	 5.65243986	 0.71	 0.380	 0.0389	    67.59	  0
03146.01	39.85948400	 2.12	 0.925	 0.0226	    47.88	  0
03158.01	 3.60010616	 0.35	 0.011	 0.0538	  1635.57	  0
03158.02	 4.54587844	 0.44	 0.040	 0.0460	   547.27	  0
03158.04	 7.74347614	 0.48	 0.035	 0.0323	   893.70	  0
03158.05	 9.74048418	 0.57	 0.080	 0.0277	   451.85	  0
03158.03	 6.18940639	 0.45	 0.034	 0.0375	   794.50	  0
03165.01	 4.11755272	 0.83	 0.661	 0.0877	    17.24	  0
03168.01	56.34811000	 0.97	 0.236	 0.0151	   279.66	  1
03179.01	 5.99077497	 0.84	 0.592	 0.0493	    34.24	  0
03190.01	 8.95296799	 0.73	 0.296	 0.0426	    79.41	  0
03196.01	 4.96064303	 0.60	 0.197	 0.0708	    71.66	  0
03196.02	 6.88298548	 0.75	 0.404	 0.0569	    43.49	  0
03197.01	22.59921000	 1.41	 0.820	 0.0225	    54.10	  0
03208.01	 2.13166191	 0.63	 0.454	 0.1010	    21.83	  0
03214.02	25.08983660	 0.98	 0.436	 0.0286	    80.28	  1
03220.01	81.41629410	 4.00	 0.991	 0.0120	    84.06	  1
03224.01	 3.43862245	 0.62	 0.325	 0.0659	    46.76	  0
03225.01	 4.87543387	 0.54	 0.122	 0.0535	   153.43	  0
03232.01	 6.05922662	 1.25	 0.893	 0.0497	    22.52	  0
03234.01	 2.41811321	 0.82	 0.752	 0.1014	    13.12	  0
03236.01	 7.13045710	 0.84	 0.545	 0.0585	    31.34	  0
03237.01	33.42035034	 2.11	 0.933	 0.0161	    66.42	  0
03245.01	10.60052251	 0.96	 0.624	 0.0405	    39.60	  0
03246.01	 0.68996783	 0.81	 0.893	 0.1748	     6.41	  0
03248.01	 6.91261747	 0.68	 0.270	 0.0522	    71.07	  0
03277.01	42.91375100	 2.45	 0.952	 0.0233	    45.05	  0
03287.01	51.11102430	 2.53	 0.951	 0.0153	    68.69	  1
03288.01	47.98727640	 2.59	 0.957	 0.0112	    92.90	  0
03301.01	20.71049150	 2.22	 0.961	 0.0372	    28.02	  0
03308.01	31.77859010	 2.62	 0.972	 0.0257	    40.08	  0
03308.02	 5.32786292	 1.52	 0.944	 0.0844	    12.54	  0
03310.01	20.55128970	 1.30	 0.786	 0.0214	    59.40	  0
03315.01	31.17504480	 1.23	 0.659	 0.0150	   101.41	  0
03340.01	 8.95398130	 1.05	 0.751	 0.0438	    30.38	  0
03340.02	13.72809530	 1.22	 0.799	 0.0330	    37.97	  0
03346.01	14.42735510	 1.33	 0.841	 0.0332	    35.79	  0
03363.01	14.53261362	 2.26	 0.973	 0.0341	    30.14	  0
03371.01	58.12660330	 1.34	 0.620	 0.0101	   160.48	  1
03371.02	12.25383217	 1.06	 0.696	 0.0284	    50.58	  1
03384.01	10.54842565	 1.42	 0.896	 0.0452	    24.71	  0
03403.01	39.81899320	 2.41	 0.952	 0.0235	    44.79	  0
03403.02	 6.15827512	 1.31	 0.906	 0.0814	    13.55	  0
03425.01	20.03494560	 1.94	 0.938	 0.0355	    30.06	  0
03425.02	 3.15721824	 1.22	 0.923	 0.1215	     8.92	  0
03436.01	44.20080000	 1.27	 0.621	 0.0114	   141.47	  0
03451.01	10.90751111	 1.57	 0.921	 0.0371	    29.27	  0
03456.01	30.86093660	 0.90	 0.282	 0.0154	   230.55	  1
03465.01	16.05062130	 0.81	 0.301	 0.0233	   142.61	  0
03474.01	52.60794700	 1.80	 0.854	 0.0147	    79.88	  1
03497.01	20.35972599	 1.32	 0.797	 0.0181	    69.43	  0
03500.01	73.75065010	 2.85	 0.958	 0.0161	    64.88	  1
03503.01	21.18758460	 0.99	 0.497	 0.0249	    80.62	  1
03503.02	31.82453040	 1.03	 0.437	 0.0190	   120.23	  1
03681.02	10.51420148	 1.09	 0.752	 0.0421	    31.58	  1
03689.01	 5.24090453	14.08	 1.000	 0.0751	    13.32	  0
03770.01	 2.60721348	 9.34	 1.000	 0.1263	     7.92	  0
03835.01	47.14840805	 2.58	 0.957	 0.0106	    98.87	  0
03864.02	18.25740430	 0.92	 0.431	 0.0201	   115.54	  0
03876.01	19.57776570	 1.94	 0.940	 0.0216	    49.23	  0
03880.01	 1.80370132	 1.04	 0.913	 0.1248	     8.77	  0
03892.01	 2.41660118	 1.09	 0.910	 0.1109	     9.91	  0
03925.02	 2.59044340	 1.59	 0.972	 0.0787	    13.08	  0
03925.03	 5.32274060	 1.59	 0.951	 0.0487	    21.59	  0
03928.01	 1.13854338	 1.04	 0.934	 0.1828	     5.86	  0
03936.02	13.02678441	 1.57	 0.912	 0.0256	    42.84	  1
03943.01	38.57529650	 1.87	 0.894	 0.0187	    59.72	  0
03991.01	 1.57059067	 1.41	 0.969	 0.1124	     9.18	  0
04004.01	 4.94328533	 1.07	 0.841	 0.0529	    22.48	  0
04021.01	 7.23532906	 1.26	 0.882	 0.0501	    22.62	  0
04021.02	 4.93209467	 1.00	 0.803	 0.0647	    19.25	  0
04024.01	 8.40691199	 1.14	 0.817	 0.0348	    35.14	  0
04032.01	 3.95116882	 0.91	 0.765	 0.0784	    16.67	  1
04032.02	 2.89223021	 0.80	 0.691	 0.0966	    14.99	  1
04032.03	 5.99273738	 1.00	 0.771	 0.0594	    21.84	  1
04032.04	 5.10115756	 0.91	 0.718	 0.0662	    21.04	  1
04053.01	 1.41974915	 0.85	 0.851	 0.1402	     8.38	  0
04067.01	 9.68866460	 3.10	 0.996	 0.0423	    23.72	  0
04072.01	 0.69297968	 1.02	 0.946	 0.2649	     3.99	  0
04098.01	 1.12173256	 0.70	 0.738	 0.1263	    10.73	  0
04129.01	 2.31482215	 0.65	 0.467	 0.0830	    25.77	  0
04136.01	 2.41749255	 1.41	 0.957	 0.1543	     6.77	  0
04136.02	 4.03358484	 1.48	 0.949	 0.1097	     9.60	  0
04146.01	 3.50470358	 0.76	 0.588	 0.0622	    27.38	  0
04156.01	 4.85026423	 1.35	 0.926	 0.0902	    11.97	  0
04157.01	 3.82316376	 0.85	 0.707	 0.0793	    17.82	  0
04160.01	 3.03195744	 0.95	 0.828	 0.0806	    14.99	  0
04184.01	 6.08004821	 0.98	 0.752	 0.0409	    32.57	  0
04188.01	 6.96355103	 0.93	 0.684	 0.0484	    30.20	  0
04190.01	 3.43276598	 1.26	 0.927	 0.1096	     9.85	  0
04204.01	20.92539200	 1.57	 0.879	 0.0294	    38.64	  0
04212.02	10.09896520	 1.20	 0.824	 0.0414	    29.29	  0
04212.01	 5.79180156	 1.41	 0.927	 0.0600	    17.97	  0
04222.01	 3.38555488	 0.99	 0.841	 0.0683	    17.41	  0
04230.01	 5.49548621	 1.24	 0.896	 0.0720	    15.50	  0
04246.01	 6.98471973	 0.92	 0.668	 0.0445	    33.67	  1
04251.01	 6.23968215	 1.42	 0.925	 0.0458	    23.62	  0
04273.01	17.37325010	 1.34	 0.823	 0.0361	    33.69	  0
04276.01	56.64492790	 1.97	 0.882	 0.0199	    56.88	  1
04287.01	13.12307232	 0.85	 0.405	 0.0375	    65.85	  1
04287.02	 9.61840000	 0.66	 0.177	 0.0461	   122.32	  1
04288.01	 6.28385491	 0.89	 0.655	 0.0684	    22.33	  0
04288.02	 9.08749330	 0.89	 0.558	 0.0535	    33.50	  0
04292.01	 9.32807355	 0.69	 0.235	 0.0421	   101.11	  0
04296.01	 2.49384426	 0.56	 0.253	 0.0765	    51.66	  0
04302.01	 5.53311602	 0.99	 0.777	 0.0704	    18.28	  0
04312.01	 7.84931739	 0.96	 0.692	 0.0536	    26.99	  0
04318.01	14.81617460	 1.32	 0.834	 0.0335	    35.80	  0
04323.01	11.49584232	 1.48	 0.903	 0.0432	    25.65	  1
04329.01	17.80104650	 0.95	 0.480	 0.0312	    66.74	  0
04335.01	 7.61760804	 1.01	 0.744	 0.0452	    29.78	  0
04343.01	27.21113850	 1.50	 0.835	 0.0283	    42.28	  0
04374.01	 3.70385711	 1.06	 0.866	 0.0661	    17.48	  0
04382.01	 2.94654179	 0.99	 0.856	 0.1001	    11.67	  0
04382.02	 3.98167088	 0.86	 0.708	 0.0819	    17.25	  0
04383.01	 4.34195123	 0.87	 0.697	 0.0614	    23.35	  0
04399.01	42.10054510	 1.25	 0.612	 0.0123	   132.73	  0
04400.01	 2.20921951	 0.89	 0.828	 0.1087	    11.12	  0
04407.01	 1.33808091	 0.58	 0.446	 0.1722	    13.02	  0
04409.01	14.26525580	 1.08	 0.691	 0.0367	    39.48	  0
04411.01	11.17931605	 1.05	 0.709	 0.0369	    38.22	  0
04421.01	 4.72697256	 0.75	 0.497	 0.0818	    24.59	  0
04423.01	 7.65210349	 1.21	 0.859	 0.0595	    19.56	  0
04431.01	19.56508610	 1.16	 0.694	 0.0310	    46.46	  0
04435.01	10.86149550	 1.26	 0.842	 0.0474	    25.07	  1
04435.02	17.86937590	 1.21	 0.750	 0.0340	    39.20	  1
04443.01	 5.67579349	 1.04	 0.806	 0.0688	    18.02	  0
04452.01	12.85759450	 1.34	 0.856	 0.0425	    27.51	  0
04457.01	79.33211800	 1.85	 0.822	 0.0118	   102.79	  1
04473.01	13.64736760	 1.43	 0.879	 0.0496	    22.96	  0
04480.01	58.74837860	 2.26	 0.921	 0.0117	    93.24	  1
04482.01	 5.38294200	 0.77	 0.507	 0.0665	    29.64	  0
04505.01	18.00721940	 1.10	 0.657	 0.0287	    53.01	  0
04557.01	 5.75650440	 1.29	 0.906	 0.0792	    13.93	  0
04580.01	 6.30424140	 0.81	 0.536	 0.0603	    30.95	  0
04581.01	 6.00607840	 0.80	 0.518	 0.0629	    30.66	  0
04582.01	 4.22434031	 0.35	 0.010	 0.0621	  1606.43	  0
04585.01	 6.76284377	 1.11	 0.825	 0.0651	    18.61	  0
04588.01	 7.53738193	 1.01	 0.747	 0.0606	    22.10	  0
04601.01	 7.94007837	 1.28	 0.879	 0.0532	    21.37	  0
04603.01	15.95135150	 1.40	 0.857	 0.0332	    35.13	  0
04605.01	 7.78599070	 1.50	 0.927	 0.0777	    13.89	  0
04613.01	 1.96227924	 0.72	 0.658	 0.0953	    15.96	  0
04614.01	 6.45472870	 1.26	 0.891	 0.0656	    17.09	  0
04617.01	27.47855720	 1.25	 0.701	 0.0235	    60.69	  0
04633.01	11.69344750	 1.25	 0.830	 0.0476	    25.31	  0
04634.01	 4.02746055	 1.30	 0.926	 0.0839	    12.86	  0
04637.01	 4.37990987	 0.59	 0.213	 0.0888	    53.00	  0
04640.01	 6.10826019	 1.11	 0.838	 0.0667	    17.89	  0
04651.01	 1.19259886	 0.69	 0.708	 0.1407	    10.04	  0
04653.01	19.97771070	 1.37	 0.821	 0.0311	    39.18	  0
04657.02	10.43149238	 0.66	 0.172	 0.0319	   182.04	  1
04659.01	41.86736720	 1.20	 0.567	 0.0134	   131.45	  0
04674.01	 4.84346849	 0.97	 0.777	 0.0727	    17.70	  0
04693.01	23.62259130	 0.86	 0.278	 0.0241	   149.16	  0
04699.01	 3.07711910	 0.79	 0.670	 0.0968	    15.42	  0
04715.01	53.28572000	 2.01	 0.894	 0.0180	    62.24	  1
04716.01	 5.89435231	 0.80	 0.539	 0.0712	    26.06	  0
04725.01	 7.28170196	 0.76	 0.408	 0.0360	    67.96	  0
04763.01	56.44704800	 2.02	 0.891	 0.0184	    60.81	  1
04765.01	10.81187370	 1.24	 0.836	 0.0415	    28.84	  0
04774.01	51.56768740	 1.23	 0.545	 0.0105	   173.88	  1
04792.01	 5.75903542	 0.94	 0.721	 0.0552	    25.09	  0
04829.01	22.88442500	 2.77	 0.985	 0.0260	    39.06	  0
04833.01	 4.31720867	 1.16	 0.890	 0.0901	    12.46	  0
04839.01	21.84194780	 1.37	 0.808	 0.0300	    41.24	  0
04850.01	 3.04188447	 0.74	 0.592	 0.0805	    20.98	  0
04864.01	 5.66494448	 1.18	 0.877	 0.0890	    12.82	  0

